Cleaning_Method,Surface_Roughness_nm,Defect_Density_per_cm2,Etch_Rate_nm_per_min,Interface_Trap_Density_cm2_eV,Fixed_Oxide_Charge_C_per_cm2,Minority_Carrier_Lifetime_us,PN_Junction_Leakage_A_per_cm2,Gate_Oxide_Breakdown_MV_per_cm,Pit_Density_per_cm2
Piranha,1.1245761921791653,775339.8762940413,15.009981199918304,773822961862.152,7.55217941951793e-06,16.55648618222441,2.593472115741174e-08,6.486349073290278,754.9678588442698
SC-1,0.9822027179475835,512439.3680505909,10.193598214527217,477050559276.23676,3.951222814961795e-06,20.847692188606405,7.588064440084993e-09,8.716949482429722,250.54047272323822
HF Dip,0.5153977288275465,252277.83383757615,2.0115165502322183,218721011644.84723,3.5630909047179484e-06,40.96752834844413,1.9760324314529855e-09,11.148126958152988,75.28474996656567
HF Dip,0.49596208031370304,249162.12714248244,1.6113224878355605,277825769350.78845,2.6820844031295986e-06,37.98923737746615,9.65467412886988e-10,11.23374313934627,174.04076843539903
RCA-1,0.9406987905473108,275300.4045013096,3.945487640314246,318418246454.7475,4.119056605985355e-06,56.34155457372772,3.995250575748253e-09,10.749464633495087,363.3568064137479
UV/Ozone,0.34794106252496737,174255.91986431764,0.7563789556170579,202398952699.21857,2.6270266666863525e-06,35.37998770747332,8.799101090288248e-11,10.598388835108906,101.32935384471492
SC-1,0.6605694711879866,336736.4464763552,6.642675042053778,406630928665.8883,5.4766066370201726e-06,21.816059304509164,1.6729172734553655e-08,9.449556318929528,623.6422893730019
RCA-1,0.9250763969305901,133500.0577035297,6.974060715549806,362747935722.05896,4.419438089004398e-06,40.49220238689559,2.539212360486986e-09,10.83527705759208,189.78984772093708
SC-1,1.088103084707601,418770.1217832153,7.084117391678059,337781587603.61145,2.9717800572931975e-06,16.908118488144396,1.1570739710462162e-08,8.938475254250717,511.55262523246154
Piranha,1.5463394758742475,641492.7137696188,15.815301774613738,550471392338.2728,7.50547922466676e-06,18.924543139818613,3.539122329250544e-08,8.582601669903609,192.0093087483679
RCA-1,0.5025863539183728,386291.36719233246,6.767877156729467,349339728574.46423,4.048017289788118e-06,33.01874583847568,5.137803176579938e-09,9.268382420585056,156.79541661382964
HF Dip,0.6334634348510759,214699.81128139558,1.8972626044769219,205303379150.32834,3.8087631080967298e-06,39.44185828831096,6.404209316232752e-10,11.468807737473863,285.52712624777246
Piranha,1.0223166810945459,759275.4104822896,6.553651127859537,564827884877.5146,6.0585555231954355e-06,17.714717247349995,2.682873013331163e-08,8.82010440842719,19.11138433804524
SC-1,0.954293288742496,491890.8150261572,4.818529087274378,544346001800.0369,4.295240746967721e-06,22.662459227094068,1.2294207412234905e-08,9.606908861345643,276.6242854713626
UV/Ozone,0.25794709733836235,45188.701954996,0.14408740957038269,124821936875.12909,1.0529790039005202e-06,45.5988174493029,8.599807189421933e-11,11.973718855559738,125.69569544623849
Piranha,0.952687559774002,660080.6514470697,6.347925616629251,648137555189.7041,5.295642440788586e-06,18.79763162045913,1.6420885552476725e-08,7.226611716940367,790.483542235633
Piranha,1.6538959028983886,502810.7490339369,0.27026128528239823,750149166597.8223,6.223990889217687e-06,17.15565200916034,1.894304158835571e-08,10.14896421213324,442.8688675765892
HF Dip,0.5347921876305025,277198.59617389744,2.1952566005497833,192859343828.53278,3.0704937513443197e-06,32.760720424820235,8.586312875505591e-10,12.340532490930995,124.71238386033109
RCA-1,0.61090467770005,315356.6615242831,10.76598492429722,214815086724.2956,3.7833197023896245e-06,52.0882107207416,6.200897993706399e-09,11.048932481426608,446.490464505143
RCA-1,0.5788731156658293,187373.82211597302,6.978484639136312,224267320600.80878,3.96050095080452e-06,25.24361795067987,4.923372348142059e-10,12.30775120370438,419.4435097377018
UV/Ozone,0.3829209707816123,127435.88326084011,0.45448044416878414,30093338681.46425,2.6672181196084977e-06,53.83107349960619,1.1164310830418887e-10,12.19648688332416,51.53334473810147
UV/Ozone,0.2441209749633722,113581.2349206735,0.4030974616955417,62578869655.607506,2.7576458306961362e-06,50.25076666984875,7.243406843343619e-11,12.737358871613568,91.65111923848562
HF Dip,0.3899603505529903,228915.25779426232,2.408344164118831,90993921276.71715,2.855629250713019e-06,38.45470526573615,1.4077894858135026e-09,10.037909876548248,137.6472329465204
Piranha,1.3051053512231416,509591.79030982085,6.412594483506203,421033784670.82153,4.930033888671484e-06,20.28492460760983,2.0928957419899882e-08,10.105756598045698,731.653975409827
Piranha,0.7737849518622538,532328.5023897357,11.795358870167798,595051280052.0852,5.717470362100558e-06,9.897292248383927,2.10647011411511e-08,7.761381607562482,817.4548917158197
SC-1,1.3175560102135824,626590.4386803356,8.868930989121196,491041494337.9682,3.815131533051653e-06,23.65188482495148,1.153286246685754e-08,8.665594376942545,99.17545437039189
HF Dip,0.5292836889238598,189943.78842028521,1.498999178470016,92488068489.18153,3.2540646062347065e-06,34.449039327552086,8.473353804244326e-10,11.167982613843568,106.0163286488894
SC-1,1.083770473301866,573676.2304355872,10.202968677522675,466912384336.3708,4.478525580415595e-06,18.68321453245422,7.362033160732711e-09,9.68999676522635,430.40814535587293
HF Dip,0.4209974740597636,194870.795494694,2.634430704522696,232912792658.30682,2.0666851501652614e-06,40.84906752879744,2.7979349195527553e-10,11.929623977365322,295.46704802268493
HF Dip,0.4166680480974999,269671.9360045638,1.6838474742236793,226829586260.79697,2.771181622952869e-06,39.54330939433803,9.7779352152851e-10,10.989535574906466,96.57382389536606
UV/Ozone,0.3848703668472563,26911.48748949163,0.961386234930713,105070540269.33011,1.7056097772757563e-06,49.517710707688714,1.3802463480847057e-10,12.356303079986397,16.133500841660265
HF Dip,0.5725983108056157,222038.58099676043,2.05587665318743,221193311588.079,1.8755375929718435e-06,39.78735063304037,7.216032993703055e-10,10.514121959433668,19.703743304818715
SC-1,0.678830178523484,434854.3270795802,7.25069694073569,681201755021.9894,2.8920306758488282e-06,21.763803707635773,4.00580557276685e-09,7.539618372653852,842.4658643592903
Piranha,1.0690209405434359,568605.6352936269,9.520002687758986,615744134533.454,8.382631324225613e-06,11.805574077945192,1.878749392001109e-08,9.187691568485711,157.20708619199928
HF Dip,0.3024926974557963,225002.75907093173,2.7794025751504297,172254320687.0768,2.788767093569305e-06,44.84660850402951,4.616163280633582e-10,10.02225532699724,49.81544540588963
HF Dip,0.48783052127314674,241012.30269227838,1.7756646234097044,256595649705.05078,2.795474928195225e-06,44.65691532911323,1.364636646353051e-09,10.71798259966252,259.8761283459987
HF Dip,0.44748045668768455,225087.86848009547,1.1609988479841358,371936098780.15826,2.5946910293077867e-06,31.50217748691656,3.1058257676825063e-10,10.991908671387023,47.324331426997745
Piranha,1.2146950395466733,507846.90593332786,14.814029729453686,423013600880.33875,7.058820283052614e-06,11.486654144067954,2.6342631736726505e-08,8.242763692726795,625.0652729913483
RCA-1,0.8383502746325214,203874.37721796712,6.4409840469405655,271272700874.43732,4.1198509181398114e-06,52.566333325235945,3.2428538505275404e-09,10.676784440264765,50.74305235650894
Piranha,1.4303675849706952,604466.6048001833,12.6231371524441,795178863983.0332,8.020769597104541e-06,14.592889097145514,1.9837998396742038e-08,7.332683127369352,516.2645050707956
SC-1,1.0861128939754177,573016.1449464815,8.51090881650174,516269683703.67786,4.583520397542082e-06,23.04458864147479,1.123893054512356e-08,8.38582962333195,398.2050638329138
UV/Ozone,0.23729042755247312,151660.43224118632,0.6682317009326841,44058943716.21447,2.4553176842403827e-06,74.63494043533301,1.652738208711632e-10,11.746075448122161,69.20496370546446
SC-1,0.5810194631798953,452714.0566074472,11.536423926876438,715316988879.7557,4.916106967115731e-06,18.50458019427136,7.79591595020451e-09,10.248162484068564,573.3349885861775
RCA-1,0.7877954164970723,234889.6635955011,9.434375682622775,322698298546.8381,3.868020917998278e-06,25.81834148892467,5.319934805459916e-09,10.188935488670769,217.85214783511066
RCA-1,0.8995541303894166,317765.6743077765,7.480279243550101,403767391336.14545,2.679403460023926e-06,34.892077614168244,4.349369859466696e-09,10.089362485067289,412.1890410945992
Piranha,1.033694771206474,692301.9275682112,13.347817214816128,515813962477.15906,6.671705889660208e-06,20.31425283514525,3.0066454971101905e-08,7.311828438047252,729.3205273766492
SC-1,1.0691950180077205,517193.3893555252,10.042488404895447,719820356949.5377,4.287756375350409e-06,14.721179018865039,7.899339064093252e-09,9.027903040697812,595.677934952499
Piranha,1.0142075694720798,895930.2812187364,6.139973942048561,773769467000.0974,6.75045400024414e-06,15.947810814928621,1.1991803871568061e-08,8.000162894804426,467.1528114988812
RCA-1,0.893127198088446,365382.4508016483,7.53068815006644,414847133651.09424,3.562543938166715e-06,30.998110748349248,3.743449532862642e-09,9.799000102335269,306.0839202733239
UV/Ozone,0.381426120192361,147606.24212798945,0.5164865358360395,54292943693.92137,2.474382366037485e-06,51.17440092779832,1.9690398089771095e-10,11.068304808068621,81.752507734782
UV/Ozone,0.5782966152993726,103398.349460983,0.3218926081602413,27387392033.170883,2.3317155467344634e-06,42.63401149704255,1.78623375497042e-10,11.670140551199047,23.912365818496255
HF Dip,0.44503036362466425,253635.90515788583,1.2195205395431703,271985642412.0957,2.185732995395669e-06,41.50342624119684,1.241660126938957e-09,10.662107993043822,184.10504529051624
UV/Ozone,0.33580539446556606,147188.08017262816,0.4324571777886946,95698741427.74486,2.3093818066965475e-06,59.62467536361372,2.7953070369173595e-11,11.846917029691342,79.46071455781754
Piranha,1.3155792114997165,771891.8932742738,15.48775840887183,733485662916.1919,6.707000386416894e-06,10.556749650101715,1.833660100591733e-08,6.349513122893519,596.5039122019572
UV/Ozone,0.24380411951053646,189598.27783778126,0.47632626119670884,21621482254.61531,2.241918691370419e-06,47.441412988085304,9.419784815549935e-11,11.752429871047882,24.106010890129415
UV/Ozone,0.12706125014641365,216563.85201907513,0.8308508750683756,11838534326.22815,1.0292237809487539e-06,38.09261726918466,9.975753230475687e-11,12.211120950777111,51.02592978563942
Piranha,1.58032879896288,704374.6433146538,4.80923641031249,689161079472.2958,5.349152281920096e-06,16.889054686376497,1.2296545894819302e-08,7.621711247314092,865.784941649614
SC-1,1.22805099272556,582422.4770328723,5.22058488952715,566876143829.9131,5.530210737393389e-06,14.630419978120361,7.02801392711788e-09,8.522910106438395,578.1218605498917
SC-1,0.8793527979098741,573845.8491050226,6.188612332524544,495254627569.4736,5.948857563455642e-06,12.94254716268989,3.310768401716018e-09,9.084323011615625,545.9827724262151
UV/Ozone,0.18306540579732655,145153.85266714636,0.7739009050535504,48376579172.07551,1.5711720261829975e-06,41.72111998861833,8.292090984605878e-11,11.41716051850873,66.67361622881569
SC-1,0.984698154316796,489355.530921658,6.863794290514153,403554651309.0852,4.724436193210548e-06,16.41765740563323,1.2587298748903331e-08,8.201304560556743,377.28923092963345
RCA-1,0.6623365076178158,445904.74348409846,6.204410949446023,498047632554.5043,2.1337301967352782e-06,41.460145686037734,3.3330909936128993e-09,9.892607115642159,539.4482483610018
UV/Ozone,0.3296137886928413,134880.82174174464,0.5785082068181558,162196291181.07224,1.8216383363472808e-06,62.63094476106524,1.0491148837451522e-10,11.710648516742031,11.130393064632607
UV/Ozone,0.4133843889490485,85472.41663412859,0.8349511922157631,96257548416.03673,1.5426825228292457e-06,57.43317307275027,6.984544688818949e-11,12.058695300217087,18.877098842915558
SC-1,0.9993344506302779,540306.3493594138,9.683349683915866,390493400807.64606,6.334600334666878e-06,22.40110131145741,1.8680171268699753e-08,8.19762933445954,567.1511456379054
Piranha,1.346646267344265,788906.4110833405,10.361954932743389,458391452272.88464,5.995154601327123e-06,15.679077642559456,1.2863001181212503e-08,7.3987654905788185,752.8662485384998
SC-1,1.182585488810221,603922.4355576717,8.58034390961546,545749560710.103,3.6672428668333115e-06,21.897918029232947,1.529860569063871e-08,8.947398474343402,660.4183421095067
RCA-1,0.9214163152511952,300036.45147747605,7.546565300537155,402537386106.056,3.941200477405335e-06,38.557076541688744,6.584030448490639e-09,10.271766064017793,395.02697455823466
UV/Ozone,0.2687310095793943,216231.34402409857,0.35558811267224066,125390025747.94955,1.3398525294846466e-06,51.10806924569638,5.417256140658365e-11,11.405323498830642,44.85134179878621
UV/Ozone,0.14485301941077114,54015.524267525325,0.6697796016119565,91307207778.57089,2.4128582061788493e-06,48.51854654174973,6.896519255209331e-11,12.44787742993808,18.68693221849838
UV/Ozone,0.1541186292809083,74768.39400364875,0.5248827186601001,12544423218.810837,2.5291751467121986e-06,44.40345805444023,1.0272502325429741e-10,11.843351050088803,45.00657405574091
RCA-1,0.6118800910198173,180776.7188003944,8.2589907792137,307414652752.5996,3.584945301838666e-06,23.722191801846012,2.991414220072284e-09,9.943400349250071,69.45040341360217
RCA-1,0.6678270875946174,351023.633945784,6.26163063702752,344647960881.3685,2.9905337768421927e-06,20.633182441146634,9.651599223996466e-09,9.563348726726236,393.5718701732005
SC-1,1.037943809433384,367734.9226478643,7.947776652317084,462378169317.6823,5.247219345913124e-06,25.594868886126843,1.6508634225237527e-08,11.26347773645597,556.2172542412638
SC-1,0.7415486156201632,456103.070748553,8.753274580551254,410969897610.68207,3.9318410880732855e-06,21.84729312422711,7.238908065104043e-09,10.712049604668366,675.6781032766937
UV/Ozone,0.17434585441833977,78074.12513647141,0.3654893371976713,71804135762.86462,2.0230184961235352e-06,30.929955803694316,1.2294197160594917e-10,11.751923275705215,65.98604672239787
HF Dip,0.5331056693182424,153117.55113092708,2.1299698802565525,187380843250.48157,2.7574898280833894e-06,29.577083402150727,1.8031326595811009e-09,11.988472267217817,128.72329666861205
RCA-1,0.8717114201000651,361144.2512436785,5.949966839420621,379846328828.67334,3.5464657326733434e-06,31.127902765594232,3.1051070289892623e-09,9.482678913410906,516.8359728679494
Piranha,1.0286015807404674,772917.5546963337,6.591202891613673,555575927470.6978,7.875805728404574e-06,15.11188859585863,2.4639359211198753e-08,8.074445488909669,393.19378868473996
SC-1,0.5790674778284222,244688.17197898086,6.272001153228636,520198665226.56995,4.6946682415459e-06,14.022066108435663,2.1104841254283948e-09,9.84991223118849,565.518028447163
Piranha,1.199582602911548,792811.6666942999,15.917308958240127,548034588844.6257,6.3899667214391354e-06,17.99538286336952,2.2229848697693517e-08,7.641633869103176,683.3382078838829
RCA-1,0.8588348994928845,358657.1652880242,5.840548254380476,457465924696.2978,3.0721938915388595e-06,18.28268683444439,6.084334996095973e-09,8.18612090983894,84.56165886829604
SC-1,1.2879643598403692,515528.52072475065,7.658552491483187,585186193805.924,4.354525295842165e-06,16.246666323213418,1.4119516653674292e-08,9.677187930649144,497.38594179520663
HF Dip,0.3833219255313098,261876.97969680978,2.726937239886124,214022451255.18774,3.784814389694567e-06,45.33238164176434,1.2368664810653252e-09,10.134685900676097,77.32734837945247
SC-1,0.8473562699640471,490569.69094633963,8.5350319712094,514445078414.8929,5.075930239460074e-06,16.38649830377221,5.763758733414036e-09,7.867210205573516,619.9742963273972
SC-1,1.0518102611371871,683983.7340101772,8.417280671468376,497090133311.0258,5.175544420309514e-06,20.749430540397032,7.556148414971336e-09,9.375529072007286,282.3564656703629
Piranha,1.4564729934769114,859020.3601888864,11.046703702698935,691759119157.0217,6.473212325129708e-06,19.030247429746687,1.3177776331790434e-08,5.470787318603948,357.20732677817915
RCA-1,0.8104223802604664,309197.14905102097,8.266586935378182,306532080911.5625,3.4602495099683343e-06,31.460246066938687,3.8150569334006884e-09,9.34277784101055,126.76340313200723
HF Dip,0.43909599183535153,273321.3293624821,1.721501907322168,289407571722.95276,2.5944373457508087e-06,40.594026109844734,1.4702123482674032e-09,9.854858856728388,28.450829321337224
Piranha,0.9160997151145256,778687.307631029,15.753843095412414,680106935772.7715,7.686514992757146e-06,14.78430077711485,1.8639038038646094e-08,9.398992594626453,616.7282357455312
RCA-1,0.8262266388098141,249545.67382807206,7.958695687556324,252235380820.6075,3.4613629410348695e-06,39.20479671502075,4.2067676158538325e-09,11.188289748057269,206.98539153810134
Piranha,0.9742298065126084,950651.9919577283,12.533102858659728,573159672753.5925,5.545709433871101e-06,17.384777652302656,1.4156195229362259e-08,8.633918609131102,490.54645094209036
HF Dip,0.4295916761869393,135907.32971113565,3.291463688045117,181826028899.60477,3.4673362101035808e-06,29.37352006406182,7.71940443765132e-10,11.142926579808911,65.37576170979493
HF Dip,0.6173695774023319,231134.54522516334,1.663732960897835,230810469131.91748,1.6086161623889365e-06,47.95201259211679,9.430995308892474e-10,11.622757930728653,98.2599535492561
RCA-1,1.0643255606895914,258037.26932387275,8.543425630614456,229001040319.74243,3.2828287928572664e-06,28.425066862768855,5.182395235516059e-09,9.290157143503748,19.772672331508602
RCA-1,0.7732552395464916,492100.7153878916,10.815413122016952,341498303935.6631,4.6614183034760435e-06,23.310030951993433,3.990256817475391e-09,9.950404110130865,348.1767418842131
HF Dip,0.3859657425403382,206004.96678033192,2.0779687015777664,204763461967.748,3.2898819071161487e-06,25.899234339986016,3.991972163122616e-10,12.432174863003658,125.53944153283217
HF Dip,0.32443673244664195,169680.2544473663,2.43252593500375,121605225177.00061,2.6083107096368407e-06,51.90980199883383,1.0880793607875263e-09,9.867677507669915,103.13469564671183
UV/Ozone,0.3346174769981276,57565.27340217873,0.23986597734338289,95671450608.53574,2.7432623158036905e-06,52.57360697927133,1.1321515829075812e-10,11.82726521699594,43.69166751398392
RCA-1,0.43546162715289954,288619.2011557169,10.57197195852635,478188254818.7876,4.10726013839762e-06,27.2688805764291,6.3374411134665665e-09,12.20146272928269,409.6112764893129
Piranha,1.3720043138178704,763844.6519643206,7.796768803639409,536529774649.80725,3.6252074499341434e-06,14.625397598947707,1.6677751056537542e-08,8.189314345460433,692.8591125636658
HF Dip,0.45204858052691205,117491.96770108191,1.2326902781839697,188071436634.0543,3.7383158049578075e-06,38.350360569128306,9.645449721570162e-10,10.009135050441857,258.6636913435128
SC-1,0.7274149640223344,404455.7119211104,15.07056665787973,576525111438.0657,7.3094107711097035e-06,17.329479375389234,8.768029308756268e-09,9.199297771302895,299.1761593465094
SC-1,1.1857473696766991,489074.59507965535,11.07379216051126,506205446150.3882,5.934129441236509e-06,13.391293768191392,9.056076528346723e-09,9.545002574912445,738.9226670018627
HF Dip,0.5138657572055152,145395.16900270962,1.8906139000113835,147894614699.0434,3.7029991245837816e-06,49.711643868634006,7.725700304594131e-10,10.342810895470267,296.5688165295265
Piranha,1.1616598482697476,693298.6105788138,13.880632103933616,613340147891.6072,5.709252582772678e-06,14.434349205153904,1.9758497188575786e-08,6.474206016070822,243.70933962132392
UV/Ozone,0.24849062254824505,67831.31204178852,0.39174551460480106,168969848454.0428,2.580816808289034e-06,49.76069340621616,9.929656716123846e-11,12.091052164404552,66.32075416203924
RCA-1,1.0574025596484389,148586.58034844088,8.13510476487992,284765667710.3492,3.74730434325702e-06,42.32067012319828,6.997204692810103e-09,10.739118692067578,444.96940359867824
SC-1,0.5830978385765957,440495.7863107239,12.66671244102776,561013390730.2546,5.921071441093526e-06,15.34771540032147,1.0764873772517186e-08,8.830916932869341,373.51176844569017
Piranha,1.1900464973963927,746530.0299238383,14.098958162235423,460343964745.62897,5.289939446341689e-06,10.847157504902674,1.9597474750047177e-08,9.930062485551355,916.6339875877595
Piranha,1.2486690162499496,822500.7784851629,15.707101190310265,622701066335.4137,5.541357524745607e-06,9.073016148851897,2.7427718094136196e-08,6.108502719916943,379.47345300858285
UV/Ozone,0.22389162901505688,122406.88017647216,0.7912371523507604,95018252721.5128,2.288597291805257e-06,46.01064113521299,1.1566626677271813e-10,11.585368057652119,77.68769121042176
HF Dip,0.5047173195817538,182004.4914925376,1.9508653096399684,200207122128.20074,3.2598869228469073e-06,33.15889766491262,1.3319030763760864e-09,12.32207918080222,121.82939551530973
UV/Ozone,0.2841963836891458,86766.21531711232,0.7172266937535547,30665465616.393707,2.2584288695804893e-06,40.448154263998056,1.5760056262186338e-10,12.940050412754974,67.80076907767182
SC-1,0.8459254813479162,561545.5714835005,11.972712535275306,517970376219.15594,2.721620639195527e-06,13.002568580279927,1.3818608164828221e-08,8.397761946858443,711.4692012951102
UV/Ozone,0.3173790424453364,76079.22814558716,0.6359011251403252,77262372082.63055,1.8021732590845512e-06,52.80121717330172,1.2443290673889466e-10,12.028899369427029,53.51788192241228
HF Dip,0.5124457003626665,242048.72521124533,1.6743836287353795,120485343002.49281,2.657075581437394e-06,46.357574458908175,5.664637472087734e-10,11.27850688267414,383.6793462386553
Piranha,1.2537224626874528,792000.3590888837,9.711413206411416,488087495257.5056,4.3844173443027416e-06,10.766583837011773,2.1849317700615422e-08,8.15156707240564,968.6637321259516
HF Dip,0.5023838766032108,238088.99938836836,2.4442038405156987,250062603116.90192,3.2264093508761713e-06,26.944672278849104,1.1698030722239219e-09,8.710623429678705,67.73502851328686
SC-1,1.1053406838932294,485742.5701093904,13.59380442513804,531378977841.75354,4.478814810620876e-06,20.46122933529502,7.701420070907906e-09,8.780403791130308,366.22378336308134
HF Dip,0.41473495436091784,170138.4424759994,1.6934097176402163,146041510724.8152,2.5829176442291338e-06,41.78400594976744,1.985112646382972e-09,11.901615815624732,259.3080874142563
SC-1,0.8201897454876785,457356.6831042349,8.702201785785967,562881561601.9801,5.762523815931715e-06,12.164840132777048,1.2214082659897732e-08,10.226083090792521,82.8509508398156
UV/Ozone,0.2925059072373502,95298.56474671046,0.19287523454035288,75896800980.68338,1.859301391544429e-06,69.12941368938708,1.0894849447483862e-10,12.13491945732753,35.73115103811301
Piranha,1.1564486013785271,930667.1139736949,5.133584163809327,600995452130.2103,6.9396480499399835e-06,19.833612229671346,2.210188465935831e-08,8.574631037703242,655.3131777911103
Piranha,1.2893757208485777,624704.9069785118,11.351234753635778,483344683264.01917,6.306126559581043e-06,11.454433441350384,1.3691439317542732e-08,7.947805159283867,350.8039918121578
RCA-1,0.6873091662545521,242775.92082660273,10.155683149299595,349853898235.2285,2.6425296876245923e-06,23.18640789714954,3.1549491315767123e-09,10.738659277296055,240.74933541834656
UV/Ozone,0.37099353965835336,5899.0111716617685,0.4442106356128377,8270808113.777664,1.8498350489897272e-06,57.845548357227734,1.1134061237810148e-10,12.514121233224401,29.95638082559932
UV/Ozone,0.43359289898497244,56362.481283996145,0.4635904120573167,86167556979.54506,2.269274344346365e-06,37.578089915905,6.755331488026633e-11,11.552915186880263,53.04403798811402
RCA-1,0.792185096870651,285364.3889489399,10.503118319855169,112643510036.93027,3.851605376074298e-06,20.908094507859413,4.751647163118035e-09,9.352909798084779,211.7610798112596
RCA-1,0.7643768307711173,427752.11883279216,5.763098355437284,228563765895.2619,3.8006093198361068e-06,36.04767709586469,5.71702486619267e-09,8.37858995770087,200.95579330603846
UV/Ozone,0.301878340859202,86849.28060133959,0.4042764885847938,137577357341.89255,2.612931853396058e-06,59.27321580434467,1.2782158874490446e-10,12.265628968822298,75.1093356834039
UV/Ozone,0.45511225914196224,118296.56105828393,0.18436635626647235,163917561203.91528,1.3108775269988693e-06,45.14869998235341,3.685009690467663e-11,12.191476041635541,74.50162739997229
Piranha,1.0655186919448274,691994.8901222559,11.886584080852971,658176570130.8074,6.9807614893346836e-06,18.58122303185956,1.5424902399208057e-08,9.725113229929287,899.3590030361951
RCA-1,0.8628542025196199,247015.22653666814,6.429838748255455,286273830605.92505,3.859947194491318e-06,36.53234476465748,2.9138748864252356e-09,9.725071203901315,256.03758690904453
UV/Ozone,0.3882980122773805,62258.86308575384,0.8131811778305718,50041269157.15265,2.0353699628901894e-06,49.23330631196735,7.690361927433121e-11,11.996810116857572,48.90907982561442
UV/Ozone,0.342613250512535,117874.42887498689,0.3442953869271891,55732809586.761375,2.1863126765787268e-06,53.860110561208465,8.764164151822252e-11,11.963705632825834,77.1780791761554
UV/Ozone,0.2619292140006411,243804.99252358457,0.053803975400647186,84196444448.26105,1.9604637037363108e-06,48.89800473677528,1.3888449437278002e-10,12.226552923647729,109.25445400839908
SC-1,1.107803890436131,619075.1487132659,9.620942618969858,707087034001.0073,4.639003133240968e-06,17.395304892818885,1.2861822074249157e-08,10.209937354995468,596.2917798845581
Piranha,1.2176192933275778,597694.8035740253,21.631901627950366,641237501781.1211,5.6065432882797825e-06,9.018711292152283,1.7983146129881845e-08,8.98291033189125,481.6441596270363
RCA-1,0.5557160274201631,294019.88962627563,6.0199655945313,259831169727.36865,3.986479714345903e-06,35.29395830785082,6.043874634850556e-09,10.056873586331859,284.50022460327733
HF Dip,0.4850980166917098,117679.83546272999,1.5118838901402387,279392715664.54767,3.4850853265264066e-06,37.2168763548194,1.5494976937924667e-09,10.814992560054929,142.8616518252148
HF Dip,0.6550899225346913,201888.07951104944,1.9916445059814638,168072809642.67,3.42171006727949e-06,49.252419448861644,8.059998685876166e-10,10.363140922056523,150.68339062266625
HF Dip,0.4739980481692028,188242.45544659556,0.8027633645936159,124672845681.87083,2.8584267497572275e-06,45.79092775431937,7.437374610767104e-10,10.680395428874432,220.6878006662315
Piranha,1.2701048949767844,498129.97799668706,10.303055945062368,679263882620.9338,5.960233656175195e-06,14.846250019537656,1.5130059606138887e-08,8.209019736999979,969.4593301879656
UV/Ozone,0.27807114603503147,165255.89320981476,0.42918153862466635,79773309820.30243,2.112347705984008e-06,41.89042048974424,1.3120416984316194e-10,11.757023750825335,4.031254356531008
Piranha,0.5805847254384126,562046.771857845,5.9317827758197,568155445787.109,6.677872525140453e-06,13.08717494688696,2.0981577613779125e-08,9.89075100134743,848.957437480545
RCA-1,0.8678023937810931,327724.6651632217,6.757137853139919,260970120529.75696,4.9941974091340715e-06,24.824189156864538,6.026834364900738e-09,11.901154529081582,171.52842482040813
Piranha,0.9678345687302652,832735.1260855757,11.01832727550657,592374647752.293,4.405121112667962e-06,13.94878160687258,2.8904254281347503e-08,8.702341174743427,430.188903235468
UV/Ozone,0.25917137218775915,82341.18016273942,0.8334295474425375,99048980060.32106,1.8805377609202733e-06,47.37228099599311,1.0658942667492477e-10,10.928434727461205,65.48281267413476
HF Dip,0.4542842275544715,157916.76617331558,2.52039748383122,158612655236.49713,2.6134442096743043e-06,31.19171718561468,7.836350483504519e-10,10.804929704959502,218.6122777110458
HF Dip,0.5065421884534391,154158.31632777778,1.8116038254096483,138474285103.83417,3.6653117355598686e-06,33.74579160103986,9.3649135039255e-10,11.267608611175522,177.40988796351886
UV/Ozone,0.40994684132737363,107120.67649560084,0.5672325795444998,61812069691.17856,1.989275194916974e-06,53.243381799589486,7.486223910285782e-11,11.981317679232749,55.054410438042595
UV/Ozone,0.3061429196818898,74107.26974842057,0.5933113603864115,86650633320.40207,2.5911509667794428e-06,58.333002645064695,1.8557314582515408e-10,11.337476401389608,82.06631685351216
HF Dip,0.512447632359025,142538.4002677167,0.8953640010746551,177252401319.1074,3.904237114946117e-06,37.15593630734664,1.5719478038377496e-09,10.130370954203716,153.6635926276188
UV/Ozone,0.27251898924592605,59168.82345996106,0.3733675422327277,99111256361.53983,2.768800495596777e-06,65.84034915699648,2.4633317860893074e-11,12.033288141085162,61.3388406465264
UV/Ozone,0.48489968086522117,88929.47015199726,0.5267310476247905,170367946951.7557,1.2825248985690235e-06,40.38584548195382,1.026631401379605e-10,12.520712886160391,63.62727501096644
RCA-1,0.723510749916223,387499.4409350156,6.276694576586543,296270926121.0266,5.369350786296196e-06,26.99729117215402,1.504536652569903e-09,10.929668512343845,118.24216018526735
SC-1,0.6477531831151928,502208.4236259313,10.289098509184353,406565398413.6918,2.9694732284994525e-06,16.819196597841422,7.902442152651175e-09,9.711605139910752,622.1280034156375
UV/Ozone,0.2735572710677778,20034.291806831345,0.2396192836882326,63378272728.87857,2.6073372637955534e-06,44.01253111388317,4.098930261926201e-11,11.73398444688619,30.20564550979451
SC-1,0.6468617838139323,588726.7138736704,4.5747507780774,551137521754.913,6.362046794867695e-06,25.019481482476177,1.4367786305577133e-08,8.864298982791901,430.5367068885661
